"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"agosto 2007";"Brasil";"3.31 Fabricação de móveis";"94,3"
"setembro 2007";"Brasil";"3.31 Fabricação de móveis";"87,1"
"outubro 2007";"Brasil";"3.31 Fabricação de móveis";"102,5"
"novembro 2007";"Brasil";"3.31 Fabricação de móveis";"103,8"
"dezembro 2007";"Brasil";"3.31 Fabricação de móveis";"92,9"
"janeiro 2008";"Brasil";"3.31 Fabricação de móveis";"83,8"
"fevereiro 2008";"Brasil";"3.31 Fabricação de móveis";"82,0"
"março 2008";"Brasil";"3.31 Fabricação de móveis";"79,6"
"abril 2008";"Brasil";"3.31 Fabricação de móveis";"88,1"
"maio 2008";"Brasil";"3.31 Fabricação de móveis";"85,3"
"junho 2008";"Brasil";"3.31 Fabricação de móveis";"84,6"
"julho 2008";"Brasil";"3.31 Fabricação de móveis";"89,6"
"agosto 2008";"Brasil";"3.31 Fabricação de móveis";"89,0"
"setembro 2008";"Brasil";"3.31 Fabricação de móveis";"95,4"
"outubro 2008";"Brasil";"3.31 Fabricação de móveis";"98,0"
"novembro 2008";"Brasil";"3.31 Fabricação de móveis";"91,1"
"dezembro 2008";"Brasil";"3.31 Fabricação de móveis";"80,8"
"janeiro 2009";"Brasil";"3.31 Fabricação de móveis";"69,5"
"fevereiro 2009";"Brasil";"3.31 Fabricação de móveis";"66,2"
"março 2009";"Brasil";"3.31 Fabricação de móveis";"76,5"
"abril 2009";"Brasil";"3.31 Fabricação de móveis";"72,4"
"maio 2009";"Brasil";"3.31 Fabricação de móveis";"75,7"
"junho 2009";"Brasil";"3.31 Fabricação de móveis";"77,9"
"julho 2009";"Brasil";"3.31 Fabricação de móveis";"84,1"
"agosto 2009";"Brasil";"3.31 Fabricação de móveis";"89,0"
"setembro 2009";"Brasil";"3.31 Fabricação de móveis";"89,6"
"outubro 2009";"Brasil";"3.31 Fabricação de móveis";"100,7"
"novembro 2009";"Brasil";"3.31 Fabricação de móveis";"98,6"
"dezembro 2009";"Brasil";"3.31 Fabricação de móveis";"94,6"
"janeiro 2010";"Brasil";"3.31 Fabricação de móveis";"85,3"
"fevereiro 2010";"Brasil";"3.31 Fabricação de móveis";"84,4"
"março 2010";"Brasil";"3.31 Fabricação de móveis";"104,9"
"abril 2010";"Brasil";"3.31 Fabricação de móveis";"85,9"
"maio 2010";"Brasil";"3.31 Fabricação de móveis";"89,6"
"junho 2010";"Brasil";"3.31 Fabricação de móveis";"78,0"
"julho 2010";"Brasil";"3.31 Fabricação de móveis";"88,7"
"agosto 2010";"Brasil";"3.31 Fabricação de móveis";"92,2"
"setembro 2010";"Brasil";"3.31 Fabricação de móveis";"97,9"
"outubro 2010";"Brasil";"3.31 Fabricação de móveis";"99,0"
"novembro 2010";"Brasil";"3.31 Fabricação de móveis";"109,1"
"dezembro 2010";"Brasil";"3.31 Fabricação de móveis";"101,6"
"janeiro 2011";"Brasil";"3.31 Fabricação de móveis";"83,3"
"fevereiro 2011";"Brasil";"3.31 Fabricação de móveis";"88,8"
"março 2011";"Brasil";"3.31 Fabricação de móveis";"86,1"
"abril 2011";"Brasil";"3.31 Fabricação de móveis";"82,9"
"maio 2011";"Brasil";"3.31 Fabricação de móveis";"94,0"
"junho 2011";"Brasil";"3.31 Fabricação de móveis";"89,4"
"julho 2011";"Brasil";"3.31 Fabricação de móveis";"93,2"
"agosto 2011";"Brasil";"3.31 Fabricação de móveis";"101,3"
"setembro 2011";"Brasil";"3.31 Fabricação de móveis";"101,5"
"outubro 2011";"Brasil";"3.31 Fabricação de móveis";"101,9"
"novembro 2011";"Brasil";"3.31 Fabricação de móveis";"109,0"
"dezembro 2011";"Brasil";"3.31 Fabricação de móveis";"103,4"
"janeiro 2012";"Brasil";"3.31 Fabricação de móveis";"91,2"
"fevereiro 2012";"Brasil";"3.31 Fabricação de móveis";"88,2"
"março 2012";"Brasil";"3.31 Fabricação de móveis";"102,1"
"abril 2012";"Brasil";"3.31 Fabricação de móveis";"92,0"
"maio 2012";"Brasil";"3.31 Fabricação de móveis";"105,8"
"junho 2012";"Brasil";"3.31 Fabricação de móveis";"96,9"
"julho 2012";"Brasil";"3.31 Fabricação de móveis";"99,0"
"agosto 2012";"Brasil";"3.31 Fabricação de móveis";"106,5"
"setembro 2012";"Brasil";"3.31 Fabricação de móveis";"96,1"
"outubro 2012";"Brasil";"3.31 Fabricação de móveis";"112,6"
"novembro 2012";"Brasil";"3.31 Fabricação de móveis";"114,0"
"dezembro 2012";"Brasil";"3.31 Fabricação de móveis";"95,5"
"janeiro 2013";"Brasil";"3.31 Fabricação de móveis";"97,8"
"fevereiro 2013";"Brasil";"3.31 Fabricação de móveis";"86,5"
"março 2013";"Brasil";"3.31 Fabricação de móveis";"101,6"
"abril 2013";"Brasil";"3.31 Fabricação de móveis";"106,0"
"maio 2013";"Brasil";"3.31 Fabricação de móveis";"99,8"
"junho 2013";"Brasil";"3.31 Fabricação de móveis";"92,6"
"julho 2013";"Brasil";"3.31 Fabricação de móveis";"99,4"
"agosto 2013";"Brasil";"3.31 Fabricação de móveis";"106,8"
"setembro 2013";"Brasil";"3.31 Fabricação de móveis";"105,8"
"outubro 2013";"Brasil";"3.31 Fabricação de móveis";"114,6"
"novembro 2013";"Brasil";"3.31 Fabricação de móveis";"112,8"
"dezembro 2013";"Brasil";"3.31 Fabricação de móveis";"96,7"
"janeiro 2014";"Brasil";"3.31 Fabricação de móveis";"91,5"
"fevereiro 2014";"Brasil";"3.31 Fabricação de móveis";"93,9"
"março 2014";"Brasil";"3.31 Fabricação de móveis";"89,7"
"abril 2014";"Brasil";"3.31 Fabricação de móveis";"89,7"
"maio 2014";"Brasil";"3.31 Fabricação de móveis";"89,7"
"junho 2014";"Brasil";"3.31 Fabricação de móveis";"79,4"
"julho 2014";"Brasil";"3.31 Fabricação de móveis";"92,8"
"agosto 2014";"Brasil";"3.31 Fabricação de móveis";"94,0"
"setembro 2014";"Brasil";"3.31 Fabricação de móveis";"101,6"
"outubro 2014";"Brasil";"3.31 Fabricação de móveis";"109,0"
"novembro 2014";"Brasil";"3.31 Fabricação de móveis";"107,5"
"dezembro 2014";"Brasil";"3.31 Fabricação de móveis";"92,2"
"janeiro 2015";"Brasil";"3.31 Fabricação de móveis";"87,1"
"fevereiro 2015";"Brasil";"3.31 Fabricação de móveis";"78,7"
"março 2015";"Brasil";"3.31 Fabricação de móveis";"93,5"
"abril 2015";"Brasil";"3.31 Fabricação de móveis";"83,7"
"maio 2015";"Brasil";"3.31 Fabricação de móveis";"82,4"
"junho 2015";"Brasil";"3.31 Fabricação de móveis";"75,8"
"julho 2015";"Brasil";"3.31 Fabricação de móveis";"77,2"
"agosto 2015";"Brasil";"3.31 Fabricação de móveis";"75,7"
"setembro 2015";"Brasil";"3.31 Fabricação de móveis";"80,1"
"outubro 2015";"Brasil";"3.31 Fabricação de móveis";"82,4"
"novembro 2015";"Brasil";"3.31 Fabricação de móveis";"83,9"
"dezembro 2015";"Brasil";"3.31 Fabricação de móveis";"74,3"
"janeiro 2016";"Brasil";"3.31 Fabricação de móveis";"70,2"
"fevereiro 2016";"Brasil";"3.31 Fabricação de móveis";"73,7"
"março 2016";"Brasil";"3.31 Fabricação de móveis";"77,7"
"abril 2016";"Brasil";"3.31 Fabricação de móveis";"72,2"
"maio 2016";"Brasil";"3.31 Fabricação de móveis";"67,5"
"junho 2016";"Brasil";"3.31 Fabricação de móveis";"68,0"
"julho 2016";"Brasil";"3.31 Fabricação de móveis";"66,9"
"agosto 2016";"Brasil";"3.31 Fabricação de móveis";"76,9"
"setembro 2016";"Brasil";"3.31 Fabricação de móveis";"73,2"
"outubro 2016";"Brasil";"3.31 Fabricação de móveis";"74,9"
"novembro 2016";"Brasil";"3.31 Fabricação de móveis";"80,8"
"dezembro 2016";"Brasil";"3.31 Fabricação de móveis";"74,0"
"janeiro 2017";"Brasil";"3.31 Fabricação de móveis";"67,6"
"fevereiro 2017";"Brasil";"3.31 Fabricação de móveis";"65,3"
"março 2017";"Brasil";"3.31 Fabricação de móveis";"72,3"
"abril 2017";"Brasil";"3.31 Fabricação de móveis";"65,3"
"maio 2017";"Brasil";"3.31 Fabricação de móveis";"72,8"
"junho 2017";"Brasil";"3.31 Fabricação de móveis";"69,5"
"julho 2017";"Brasil";"3.31 Fabricação de móveis";"77,7"
"agosto 2017";"Brasil";"3.31 Fabricação de móveis";"86,1"
"setembro 2017";"Brasil";"3.31 Fabricação de móveis";"80,3"
"outubro 2017";"Brasil";"3.31 Fabricação de móveis";"88,7"
"novembro 2017";"Brasil";"3.31 Fabricação de móveis";"91,9"
"dezembro 2017";"Brasil";"3.31 Fabricação de móveis";"79,1"
"Fonte: IBGE - Pesquisa Industrial Mensal - Produção Física"
