"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"outubro 2005";"Brasil";"3 Indústrias de transformação";"94,2"
"novembro 2005";"Brasil";"3 Indústrias de transformação";"93,1"
"dezembro 2005";"Brasil";"3 Indústrias de transformação";"86,9"
"janeiro 2006";"Brasil";"3 Indústrias de transformação";"83,6"
"fevereiro 2006";"Brasil";"3 Indústrias de transformação";"80,5"
"março 2006";"Brasil";"3 Indústrias de transformação";"92,8"
"abril 2006";"Brasil";"3 Indústrias de transformação";"85,8"
"maio 2006";"Brasil";"3 Indústrias de transformação";"95,7"
"junho 2006";"Brasil";"3 Indústrias de transformação";"91,5"
"julho 2006";"Brasil";"3 Indústrias de transformação";"94,0"
"agosto 2006";"Brasil";"3 Indústrias de transformação";"99,1"
"setembro 2006";"Brasil";"3 Indústrias de transformação";"93,6"
"outubro 2006";"Brasil";"3 Indústrias de transformação";"97,9"
"novembro 2006";"Brasil";"3 Indústrias de transformação";"96,3"
"dezembro 2006";"Brasil";"3 Indústrias de transformação";"86,8"
"janeiro 2007";"Brasil";"3 Indústrias de transformação";"86,9"
"fevereiro 2007";"Brasil";"3 Indústrias de transformação";"82,7"
"março 2007";"Brasil";"3 Indústrias de transformação";"96,8"
"abril 2007";"Brasil";"3 Indústrias de transformação";"90,8"
"maio 2007";"Brasil";"3 Indústrias de transformação";"100,3"
"junho 2007";"Brasil";"3 Indústrias de transformação";"97,2"
"julho 2007";"Brasil";"3 Indústrias de transformação";"100,1"
"agosto 2007";"Brasil";"3 Indústrias de transformação";"105,5"
"setembro 2007";"Brasil";"3 Indústrias de transformação";"98,8"
"outubro 2007";"Brasil";"3 Indústrias de transformação";"108,7"
"novembro 2007";"Brasil";"3 Indústrias de transformação";"103,1"
"dezembro 2007";"Brasil";"3 Indústrias de transformação";"92,3"
"janeiro 2008";"Brasil";"3 Indústrias de transformação";"94,8"
"fevereiro 2008";"Brasil";"3 Indústrias de transformação";"91,2"
"março 2008";"Brasil";"3 Indústrias de transformação";"98,0"
"abril 2008";"Brasil";"3 Indústrias de transformação";"99,7"
"maio 2008";"Brasil";"3 Indústrias de transformação";"102,6"
"junho 2008";"Brasil";"3 Indústrias de transformação";"103,6"
"julho 2008";"Brasil";"3 Indústrias de transformação";"108,8"
"agosto 2008";"Brasil";"3 Indústrias de transformação";"107,1"
"setembro 2008";"Brasil";"3 Indústrias de transformação";"107,8"
"outubro 2008";"Brasil";"3 Indústrias de transformação";"108,9"
"novembro 2008";"Brasil";"3 Indústrias de transformação";"96,7"
"dezembro 2008";"Brasil";"3 Indústrias de transformação";"79,2"
"janeiro 2009";"Brasil";"3 Indústrias de transformação";"78,7"
"fevereiro 2009";"Brasil";"3 Indústrias de transformação";"76,3"
"março 2009";"Brasil";"3 Indústrias de transformação";"88,8"
"abril 2009";"Brasil";"3 Indústrias de transformação";"85,5"
"maio 2009";"Brasil";"3 Indústrias de transformação";"91,6"
"junho 2009";"Brasil";"3 Indústrias de transformação";"92,4"
"julho 2009";"Brasil";"3 Indústrias de transformação";"98,0"
"agosto 2009";"Brasil";"3 Indústrias de transformação";"100,0"
"setembro 2009";"Brasil";"3 Indústrias de transformação";"100,0"
"outubro 2009";"Brasil";"3 Indústrias de transformação";"106,4"
"novembro 2009";"Brasil";"3 Indústrias de transformação";"102,2"
"dezembro 2009";"Brasil";"3 Indústrias de transformação";"94,2"
"janeiro 2010";"Brasil";"3 Indústrias de transformação";"91,0"
"fevereiro 2010";"Brasil";"3 Indústrias de transformação";"89,1"
"março 2010";"Brasil";"3 Indústrias de transformação";"105,6"
"abril 2010";"Brasil";"3 Indústrias de transformação";"99,6"
"maio 2010";"Brasil";"3 Indústrias de transformação";"104,6"
"junho 2010";"Brasil";"3 Indústrias de transformação";"102,8"
"julho 2010";"Brasil";"3 Indústrias de transformação";"107,1"
"agosto 2010";"Brasil";"3 Indústrias de transformação";"108,4"
"setembro 2010";"Brasil";"3 Indústrias de transformação";"106,0"
"outubro 2010";"Brasil";"3 Indústrias de transformação";"108,2"
"novembro 2010";"Brasil";"3 Indústrias de transformação";"107,3"
"dezembro 2010";"Brasil";"3 Indústrias de transformação";"96,2"
"janeiro 2011";"Brasil";"3 Indústrias de transformação";"92,8"
"fevereiro 2011";"Brasil";"3 Indústrias de transformação";"95,7"
"março 2011";"Brasil";"3 Indústrias de transformação";"104,8"
"abril 2011";"Brasil";"3 Indústrias de transformação";"97,6"
"maio 2011";"Brasil";"3 Indústrias de transformação";"107,4"
"junho 2011";"Brasil";"3 Indústrias de transformação";"102,9"
"julho 2011";"Brasil";"3 Indústrias de transformação";"106,2"
"agosto 2011";"Brasil";"3 Indústrias de transformação";"111,2"
"setembro 2011";"Brasil";"3 Indústrias de transformação";"105,0"
"outubro 2011";"Brasil";"3 Indústrias de transformação";"106,5"
"novembro 2011";"Brasil";"3 Indústrias de transformação";"104,3"
"dezembro 2011";"Brasil";"3 Indústrias de transformação";"95,1"
"janeiro 2012";"Brasil";"3 Indústrias de transformação";"88,2"
"fevereiro 2012";"Brasil";"3 Indústrias de transformação";"89,4"
"março 2012";"Brasil";"3 Indústrias de transformação";"99,8"
"abril 2012";"Brasil";"3 Indústrias de transformação";"92,3"
"maio 2012";"Brasil";"3 Indústrias de transformação";"102,2"
"junho 2012";"Brasil";"3 Indústrias de transformação";"98,0"
"julho 2012";"Brasil";"3 Indústrias de transformação";"104,6"
"agosto 2012";"Brasil";"3 Indústrias de transformação";"112,5"
"setembro 2012";"Brasil";"3 Indústrias de transformação";"104,2"
"outubro 2012";"Brasil";"3 Indústrias de transformação";"112,3"
"novembro 2012";"Brasil";"3 Indústrias de transformação";"105,8"
"dezembro 2012";"Brasil";"3 Indústrias de transformação";"90,8"
"janeiro 2013";"Brasil";"3 Indústrias de transformação";"94,5"
"fevereiro 2013";"Brasil";"3 Indústrias de transformação";"88,4"
"março 2013";"Brasil";"3 Indústrias de transformação";"98,7"
"abril 2013";"Brasil";"3 Indústrias de transformação";"103,2"
"maio 2013";"Brasil";"3 Indústrias de transformação";"106,2"
"junho 2013";"Brasil";"3 Indústrias de transformação";"102,3"
"julho 2013";"Brasil";"3 Indústrias de transformação";"109,0"
"agosto 2013";"Brasil";"3 Indústrias de transformação";"113,3"
"setembro 2013";"Brasil";"3 Indústrias de transformação";"108,6"
"outubro 2013";"Brasil";"3 Indústrias de transformação";"113,7"
"novembro 2013";"Brasil";"3 Indústrias de transformação";"106,9"
"dezembro 2013";"Brasil";"3 Indústrias de transformação";"88,9"
"janeiro 2014";"Brasil";"3 Indústrias de transformação";"92,2"
"fevereiro 2014";"Brasil";"3 Indústrias de transformação";"93,0"
"março 2014";"Brasil";"3 Indústrias de transformação";"97,3"
"abril 2014";"Brasil";"3 Indústrias de transformação";"96,0"
"maio 2014";"Brasil";"3 Indústrias de transformação";"101,6"
"junho 2014";"Brasil";"3 Indústrias de transformação";"94,1"
"julho 2014";"Brasil";"3 Indústrias de transformação";"104,1"
"agosto 2014";"Brasil";"3 Indústrias de transformação";"105,8"
"setembro 2014";"Brasil";"3 Indústrias de transformação";"105,3"
"outubro 2014";"Brasil";"3 Indústrias de transformação";"108,9"
"novembro 2014";"Brasil";"3 Indústrias de transformação";"99,1"
"dezembro 2014";"Brasil";"3 Indústrias de transformação";"84,8"
"janeiro 2015";"Brasil";"3 Indústrias de transformação";"85,7"
"fevereiro 2015";"Brasil";"3 Indústrias de transformação";"81,9"
"março 2015";"Brasil";"3 Indústrias de transformação";"92,7"
"abril 2015";"Brasil";"3 Indústrias de transformação";"86,5"
"maio 2015";"Brasil";"3 Indústrias de transformação";"90,9"
"junho 2015";"Brasil";"3 Indústrias de transformação";"90,3"
"julho 2015";"Brasil";"3 Indústrias de transformação";"93,5"
"agosto 2015";"Brasil";"3 Indústrias de transformação";"95,4"
"setembro 2015";"Brasil";"3 Indústrias de transformação";"92,3"
"outubro 2015";"Brasil";"3 Indústrias de transformação";"95,5"
"novembro 2015";"Brasil";"3 Indústrias de transformação";"86,6"
"dezembro 2015";"Brasil";"3 Indústrias de transformação";"74,6"
"janeiro 2016";"Brasil";"3 Indústrias de transformação";"74,6"
"fevereiro 2016";"Brasil";"3 Indústrias de transformação";"74,4"
"março 2016";"Brasil";"3 Indústrias de transformação";"82,8"
"abril 2016";"Brasil";"3 Indústrias de transformação";"82,1"
"maio 2016";"Brasil";"3 Indústrias de transformação";"84,8"
"junho 2016";"Brasil";"3 Indústrias de transformação";"86,6"
"julho 2016";"Brasil";"3 Indústrias de transformação";"88,2"
"agosto 2016";"Brasil";"3 Indústrias de transformação";"91,9"
"setembro 2016";"Brasil";"3 Indústrias de transformação";"89,4"
"outubro 2016";"Brasil";"3 Indústrias de transformação";"88,7"
"novembro 2016";"Brasil";"3 Indústrias de transformação";"84,8"
"dezembro 2016";"Brasil";"3 Indústrias de transformação";"73,7"
"janeiro 2017";"Brasil";"3 Indústrias de transformação";"74,8"
"fevereiro 2017";"Brasil";"3 Indústrias de transformação";"73,5"
"março 2017";"Brasil";"3 Indústrias de transformação";"83,7"
"abril 2017";"Brasil";"3 Indústrias de transformação";"77,3"
"maio 2017";"Brasil";"3 Indústrias de transformação";"88,5"
"junho 2017";"Brasil";"3 Indústrias de transformação";"86,6"
"julho 2017";"Brasil";"3 Indústrias de transformação";"90,6"
"agosto 2017";"Brasil";"3 Indústrias de transformação";"95,8"
"setembro 2017";"Brasil";"3 Indústrias de transformação";"91,8"
"outubro 2017";"Brasil";"3 Indústrias de transformação";"94,0"
"novembro 2017";"Brasil";"3 Indústrias de transformação";"89,3"
"dezembro 2017";"Brasil";"3 Indústrias de transformação";"77,9"
"Fonte: IBGE - Pesquisa Industrial Mensal - Produção Física"
